,Annual_Deposit_Amount,Home_value,Years_with_the_bank,Loan_held,Wealth_portfolio_held,Automated_menu,Priority
5375,70674,26179,2,0,1,4,1
5376,54964,33475,4,1,1,4,1
5377,25817,25817,1,0,0,2,0
5378,18452,30149,1,1,0,3,0
5379,25601,25601,1,0,0,3,0
5380,16377,29861,2,1,0,1,0
5381,21246,35408,1,1,0,4,0
5382,18849,35070,0,1,0,4,0
5383,17810,31954,1,1,0,3,0
5384,18903,32788,3,1,0,1,1
5385,61851,35740,1,1,1,3,1
5386,26002,26002,2,0,0,2,0
5387,53934,25668,0,0,1,3,1
5388,21257,34733,3,1,0,3,1
5389,46995,32109,1,1,1,3,1
5390,26359,26359,1,0,0,2,0
5391,23514,35900,2,1,0,1,1
5392,25563,25563,2,0,0,2,0
5393,62399,25204,1,0,1,3,1
5394,58052,34553,3,1,1,4,1
5395,53586,25421,2,0,1,2,1
5396,26757,26757,1,0,0,3,0
5397,25441,25441,1,0,0,3,0
5398,15125,27466,1,1,0,2,0
5399,52031,32433,3,1,1,3,1
5400,26120,26120,2,0,0,3,0
5401,25819,25819,0,0,0,3,0
5402,25628,25628,2,0,0,4,0
5403,25631,25631,0,0,0,4,0
5404,15609,29712,3,1,0,4,0
5405,63561,25871,2,0,1,4,1
5406,26158,26158,2,0,0,3,0
5407,18765,30846,2,1,0,4,0
5408,23277,38038,2,1,0,4,0
5409,52241,32381,2,1,1,2,1
5410,39365,31231,2,1,1,2,1
5411,19777,34849,1,1,0,1,0
5412,23237,35080,1,1,0,3,0
5413,26608,26608,3,0,0,3,0
5414,25556,25556,1,0,0,4,0
5415,17763,29237,1,1,0,1,0
5416,23887,36687,1,1,0,2,0
5417,47861,31569,2,1,1,2,1
5418,61423,35055,1,1,1,4,1
5419,19889,32462,1,1,0,3,0
5420,22463,35345,2,1,0,1,1
5421,15589,29248,2,1,0,1,0
5422,15075,28689,2,1,0,3,0
5423,62273,25672,2,0,1,3,1
5424,16541,30467,1,1,0,4,0
5425,26556,26556,2,0,0,2,0
5426,45552,25195,3,0,1,4,1
5427,25530,25530,1,0,0,1,0
5428,16350,29738,2,1,0,4,0
5429,26491,37390,2,1,0,4,1
5430,20500,33453,2,1,0,1,1
5431,25816,25816,1,0,0,4,0
5432,14413,27498,2,1,0,1,0
5433,26027,26027,2,0,0,3,0
5434,18394,30496,2,1,0,2,0
5435,25618,25618,3,0,0,1,1
5436,67820,25731,2,0,1,4,1
5437,19508,33399,1,1,0,2,0
5438,46857,31685,2,1,1,3,1
5439,26224,26224,1,0,0,1,0
5440,16568,29006,2,1,0,2,0
5441,45672,25063,2,0,1,2,1
5442,18199,31944,1,1,0,1,0
5443,25502,25502,1,0,0,3,0
5444,26960,26960,1,0,0,1,0
5445,26623,26623,1,0,0,1,0
5446,25943,25943,2,0,0,4,0
5447,59889,35361,3,1,1,1,1
5448,26359,26359,1,0,0,4,0
5449,23611,35474,1,1,0,3,0
5450,21084,32946,0,1,0,4,0
5451,19501,30978,1,1,0,3,0
5452,42797,29884,2,1,1,3,1
5453,19884,34243,1,1,0,1,0
5454,16722,30746,2,1,0,3,0
5455,26072,26072,1,0,0,4,0
5456,25890,25890,2,0,0,1,0
5457,12337,26887,1,1,0,4,0
5458,51867,32937,2,1,1,1,1
5459,16211,29910,1,1,0,2,0
5460,25884,25884,0,0,0,1,0
5461,35772,28206,2,1,1,4,1
5462,19266,33064,1,1,0,2,0
5463,20529,34790,1,1,0,4,0
5464,57334,34153,2,1,1,2,1
5465,19557,32027,1,1,0,1,0
5466,61800,25823,1,0,1,1,1
5467,22739,35273,2,1,0,2,1
5468,53205,25173,1,0,1,2,1
5469,26008,26008,2,0,0,4,0
5470,20255,31911,1,1,0,1,0
5471,53597,26203,1,0,1,3,1
5472,60743,25515,2,0,1,2,1
5473,47746,31362,1,1,1,3,1
5474,20678,33917,1,1,0,3,0
5475,19060,32065,2,1,0,3,0
5476,49106,31394,2,1,1,3,1
5477,25935,25935,1,0,0,4,0
5478,25592,25592,3,0,0,1,1
5479,26425,26425,0,0,0,3,0
5480,60313,24727,4,0,1,3,1
5481,16352,29201,3,1,0,2,1
5482,24726,24726,1,0,0,2,0
5483,20227,31586,2,1,0,4,0
5484,21023,35523,1,1,0,2,0
5485,18686,32281,1,1,0,2,0
5486,17990,29616,1,1,0,4,0
5487,30116,29509,2,1,1,2,1
5488,26907,26907,3,0,0,3,0
5489,56265,25257,2,0,1,4,1
5490,36724,28963,2,1,1,4,1
5491,40658,31861,3,1,1,4,1
5492,25748,25748,2,0,0,1,0
5493,25896,25896,1,0,0,4,0
5494,45669,31831,2,1,1,3,1
5495,21203,33800,1,1,0,4,0
5496,25362,25362,1,0,0,3,0
5497,16803,30522,1,1,0,4,0
5498,48582,33115,3,1,1,4,1
5499,47985,32343,2,1,1,4,1
5500,26073,26073,2,0,0,4,0
5501,48272,32027,2,1,1,2,1
5502,26075,26075,1,0,0,3,0
5503,26222,26222,1,0,0,1,0
5504,18912,32358,1,1,0,4,0
5505,19905,33374,1,1,0,1,0
5506,16051,31243,1,1,0,1,0
5507,15002,29270,2,1,0,4,0
5508,43919,31136,2,1,1,1,1
5509,24102,36777,1,1,0,2,0
5510,25604,25604,1,0,0,3,0
5511,54742,34523,2,1,1,3,1
5512,22765,35570,2,1,0,2,1
5513,27194,27194,2,0,0,3,0
5514,20326,33052,2,1,0,2,0
5515,61621,25535,2,0,1,2,1
5516,26193,26193,2,0,0,3,0
5517,19633,34565,0,1,0,1,0
5518,26461,26461,1,0,0,1,0
5519,21249,34777,2,1,0,2,1
5520,25677,25677,1,0,0,3,0
5521,25658,25658,1,0,0,2,0
5522,19853,32462,0,1,0,1,0
5523,45442,32424,1,1,1,4,1
5524,21326,33893,1,1,0,4,0
5525,26058,26058,1,0,0,2,0
5526,56218,26001,1,0,1,3,1
5527,26392,26392,1,0,0,3,0
5528,24825,24825,1,0,0,2,0
5529,34466,29025,2,1,1,4,1
5530,23898,34694,1,1,0,1,0
5531,16766,29919,2,1,0,4,0
5532,20122,35185,1,1,0,1,0
5533,24030,35195,2,1,0,4,0
5534,19745,32790,1,1,0,3,0
5535,25956,25956,1,0,0,3,0
5536,16501,29858,0,1,0,3,0
5537,48546,31293,1,1,1,4,1
5538,25741,25741,1,0,0,1,0
5539,27258,27258,3,0,0,4,0
5540,24817,24817,2,0,0,3,0
5541,21199,35364,1,1,0,3,0
5542,22640,35137,2,1,0,2,1
5543,55383,34979,1,1,1,2,1
5544,21043,32862,1,1,0,4,0
5545,25509,25509,2,0,0,2,0
5546,25782,25782,1,0,0,2,0
5547,16965,29692,1,1,0,3,0
5548,63683,36225,4,1,1,1,1
5549,22161,33414,1,1,0,1,0
5550,57302,25345,1,0,1,2,1
5551,25550,25550,1,0,0,1,0
5552,16290,29832,1,1,0,4,0
5553,24652,36125,3,1,0,1,1
5554,19920,34617,2,1,0,2,0
5555,25423,25423,1,0,0,1,0
5556,18966,32503,1,1,0,3,0
5557,61480,35447,1,1,1,3,1
5558,25800,25800,1,0,0,3,0
5559,25575,25575,3,0,0,4,0
5560,18377,31570,1,1,0,2,0
5561,26119,26119,3,0,0,4,0
5562,26756,26756,2,0,0,2,0
5563,25641,25641,2,0,0,1,0
5564,19621,33473,2,1,0,1,1
5565,20076,32327,1,1,0,1,0
5566,25407,25407,1,0,0,1,0
5567,39426,29535,2,1,1,1,1
5568,19231,33385,2,1,0,4,0
5569,26284,26284,1,0,0,4,0
5570,17705,31487,2,1,0,3,0
5571,26389,26389,2,0,0,4,0
5572,25912,25912,1,0,0,1,0
5573,20044,32855,2,1,0,4,0
5574,22195,34367,2,1,0,3,0
5575,21001,32194,2,1,0,3,0
5576,45037,25072,2,0,1,2,1
5577,25515,25515,1,0,0,4,0
5578,48700,26190,3,0,1,1,1
5579,51165,32770,3,1,1,1,1
5580,20925,34317,1,1,0,3,0
5581,25751,38321,1,1,0,4,0
5582,55875,25514,2,0,1,2,1
5583,20966,34587,1,1,0,1,0
5584,25596,25596,2,0,0,2,0
5585,65502,24929,2,0,1,1,1
5586,19002,32650,1,1,0,2,0
5587,25538,25538,1,0,0,3,0
5588,20571,32333,2,1,0,4,0
5589,21252,33219,1,1,0,1,0
5590,18712,30267,1,1,0,3,0
5591,24883,38321,1,1,0,3,0
5592,22308,36112,2,1,0,4,0
5593,26297,26297,1,0,0,3,0
5594,12080,25544,2,1,0,3,0
5595,25485,25485,1,0,0,1,0
5596,15971,31690,1,1,0,2,0
5597,25249,25249,2,0,0,2,0
5598,25402,25402,1,0,0,2,0
5599,55227,34127,2,1,1,3,1
5600,16337,29282,1,1,0,2,0
5601,25678,25678,2,0,0,3,0
5602,15307,30070,2,1,0,4,0
5603,15913,29949,1,1,0,4,0
5604,25372,25372,2,0,0,4,0
5605,23464,36228,2,1,0,1,1
5606,37219,24209,2,0,1,2,1
5607,49939,25952,2,0,1,4,1
5608,25751,25751,2,0,0,3,0
5609,25567,25567,2,0,0,3,0
5610,54913,25330,2,0,1,1,1
5611,24297,38537,1,1,0,4,0
5612,26409,26409,2,0,0,3,0
5613,23716,35222,1,1,0,2,0
5614,19068,32351,4,1,0,3,1
5615,25903,25903,2,0,0,1,0
5616,25501,25501,1,0,0,1,0
5617,23276,35181,1,1,0,4,0
5618,60499,25475,2,0,1,3,1
5619,25944,25944,2,0,0,4,0
5620,25773,25773,2,0,0,4,0
5621,26107,26107,2,0,0,4,0
5622,25468,25468,1,0,0,3,0
5623,25333,25333,2,0,0,3,0
5624,25871,25871,1,0,0,3,0
5625,19322,31057,1,1,0,1,0
5626,53117,32992,2,1,1,4,1
5627,20205,32310,1,1,0,1,0
5628,18088,31555,2,1,0,3,0
5629,26109,26109,3,0,0,2,1
5630,16434,29244,1,1,0,2,0
5631,33677,28702,2,1,1,3,1
5632,18072,31197,1,1,0,3,0
5633,62306,24834,3,0,1,2,1
5634,25374,25374,1,0,0,4,0
5635,16723,28695,2,1,0,1,0
5636,23868,35939,1,1,0,4,0
5637,25956,25956,3,0,0,2,1
5638,25770,25770,1,0,0,3,0
5639,25074,36584,2,1,0,1,1
5640,25535,25535,2,0,0,3,0
5641,43354,25665,4,0,1,2,1
5642,25219,25219,2,0,0,2,0
5643,73199,37474,5,1,1,3,1
5644,65691,25110,2,0,1,3,1
5645,21806,34660,1,1,0,3,0
5646,47830,33271,2,1,1,2,1
5647,17502,31116,1,1,0,2,0
5648,51676,33611,2,1,1,1,1
5649,54629,25439,2,0,1,1,1
5650,60342,24811,1,0,1,2,1
5651,26230,26230,2,0,0,2,0
5652,49671,33335,3,1,1,4,1
5653,45872,24912,1,0,1,3,1
5654,25908,25908,3,0,0,4,0
5655,17697,28781,3,1,0,4,0
5656,25402,25402,2,0,0,4,0
5657,49857,25016,1,0,1,4,1
5658,24590,24590,2,0,0,3,0
5659,25942,25942,2,0,0,1,0
5660,26374,26374,1,0,0,4,0
5661,17356,30499,2,1,0,2,0
5662,17250,30156,1,1,0,1,0
5663,25802,25802,1,0,0,3,0
5664,25829,25829,1,0,0,2,0
5665,19324,31375,1,1,0,1,0
5666,59845,26320,1,0,1,1,1
5667,20598,34621,2,1,0,4,0
5668,25379,25379,1,0,0,1,0
5669,23094,35562,2,1,0,4,0
5670,17050,32237,2,1,0,3,0
5671,44862,30274,3,1,1,1,1
5672,17654,29803,1,1,0,3,0
5673,26318,26318,0,0,0,3,0
5674,25285,25285,3,0,0,3,0
5675,25866,25866,1,0,0,4,0
5676,26804,26804,1,0,0,2,0
5677,25028,37765,2,1,0,4,1
5678,25727,25727,1,0,0,2,0
5679,16673,32921,2,1,0,4,0
5680,25577,25577,1,0,0,1,0
5681,13796,29892,2,1,0,4,0
5682,26039,26039,1,0,0,2,0
5683,24993,24993,1,0,0,3,0
5684,23272,34583,1,1,0,1,0
5685,21945,34012,2,1,0,2,1
5686,61821,24579,2,0,1,2,1
5687,24793,24793,1,0,0,1,0
5688,17854,32067,2,1,0,2,0
5689,21891,34347,1,1,0,1,0
5690,25734,25734,1,0,0,4,0
5691,53977,34390,3,1,1,4,1
5692,25844,25844,1,0,0,3,0
5693,25409,25409,2,0,0,2,0
5694,21595,35047,1,1,0,2,0
5695,18795,32044,1,1,0,1,0
5696,49220,32354,2,1,1,1,1
5697,51614,33469,3,1,1,1,1
5698,25618,25618,3,0,0,4,0
5699,44937,31024,1,1,1,3,1
5700,51523,33341,2,1,1,1,1
5701,18792,31858,1,1,0,4,0
5702,26348,26348,1,0,0,3,0
5703,56892,25457,2,0,1,4,1
5704,26389,26389,2,0,0,4,0
5705,53560,24290,2,0,1,2,1
5706,47421,31931,2,1,1,1,1
5707,26636,26636,1,0,0,2,0
5708,26111,26111,2,0,0,2,0
5709,19499,32049,2,1,0,3,0
5710,18196,31943,2,1,0,1,0
5711,26098,26098,1,0,0,4,0
5712,25913,25913,2,0,0,4,0
5713,51492,25992,2,0,1,3,1
5714,22181,35182,1,1,0,3,0
5715,25319,25319,3,0,0,1,1
5716,59067,35372,2,1,1,3,1
5717,25263,25263,1,0,0,3,0
5718,17383,31559,1,1,0,1,0
5719,33455,28544,3,1,1,2,1
5720,26294,26294,2,0,0,3,0
5721,20015,34256,1,1,0,1,0
5722,25817,25817,1,0,0,3,0
5723,43811,31243,1,1,1,4,1
5724,64674,36029,4,1,1,4,1
5725,44503,31754,2,1,1,2,1
5726,26233,26233,1,0,0,4,0
5727,25375,25375,1,0,0,1,0
5728,25510,25510,1,0,0,1,0
5729,25692,25692,2,0,0,1,0
5730,26622,26622,1,0,0,3,0
5731,25912,25912,1,0,0,2,0
5732,25899,25899,0,0,0,2,0
5733,24898,38014,2,1,0,2,1
5734,25929,25929,2,0,0,1,0
5735,25200,25200,1,0,0,1,0
5736,26253,26253,2,0,0,1,0
5737,24846,38396,2,1,0,4,1
5738,49915,32678,2,1,1,2,1
5739,25844,25844,1,0,0,1,0
5740,48172,25311,2,0,1,3,1
5741,25409,25409,1,0,0,1,0
5742,24964,24964,1,0,0,1,0
5743,56434,33786,1,1,1,3,1
5744,25585,25585,1,0,0,4,0
5745,26447,26447,1,0,0,2,0
5746,44987,31332,1,1,1,1,1
5747,25745,25745,1,0,0,3,0
5748,26212,26212,2,0,0,1,0
5749,16820,30055,3,1,0,2,1
5750,21067,37267,2,1,0,1,1
5751,14915,29073,2,1,0,1,0
5752,25594,25594,1,0,0,1,0
5753,20263,32618,2,1,0,4,0
5754,17554,31782,1,1,0,2,0
5755,26526,26526,0,0,0,1,0
5756,43667,24802,1,0,1,4,1
5757,34335,28912,2,1,1,4,1
5758,25799,25799,1,0,0,2,0
5759,70465,26576,2,0,1,2,1
5760,25186,25186,1,0,0,1,0
5761,22918,33753,1,1,0,3,0
5762,26763,26763,1,0,0,1,0
5763,26481,26481,0,0,0,1,0
5764,18313,31469,2,1,0,4,0
5765,26043,26043,1,0,0,2,0
5766,18882,33096,1,1,0,1,0
5767,64879,24920,2,0,1,1,1
5768,20061,32415,1,1,0,2,0
5769,25783,25783,1,0,0,1,0
5770,24836,24836,1,0,0,2,0
5771,29830,26832,2,1,1,1,1
5772,26676,37833,3,1,0,4,1
5773,66204,37452,3,1,1,3,1
5774,26639,26639,0,0,0,2,0
5775,19414,33702,3,1,0,2,1
5776,26363,26363,1,0,0,2,0
5777,33608,29786,3,1,1,4,1
5778,49406,25156,3,0,1,1,1
5779,26788,26788,1,0,0,2,0
5780,18501,31443,1,1,0,3,0
5781,26181,26181,1,0,0,3,0
5782,26514,26514,-1,0,0,3,0
5783,26705,26705,0,0,0,3,0
5784,25728,25728,1,0,0,4,0
5785,26510,26510,0,0,0,4,0
5786,54814,32694,2,1,1,2,1
5787,19545,33117,2,1,0,1,1
5788,20054,32695,2,1,0,3,0
5789,55776,25817,2,0,1,2,1
5790,17297,30405,2,1,0,1,0
5791,18928,33642,1,1,0,2,0
5792,15517,30420,2,1,0,2,0
5793,20643,33631,0,1,0,2,0
5794,25433,25433,1,0,0,2,0
5795,21291,33122,1,1,0,2,0
5796,14531,29112,1,1,0,1,0
5797,18555,31110,3,1,0,2,1
5798,25702,25702,3,0,0,2,0
5799,25434,25434,1,0,0,4,0
5800,52808,32854,2,1,1,4,1
5801,20361,33076,1,1,0,4,0
5802,25165,25165,1,0,0,1,0
5803,47848,32007,2,1,1,1,1
5804,47082,32122,2,1,1,2,1
5805,31650,28150,2,1,1,3,1
5806,58666,25837,2,0,1,4,1
5807,19804,34061,1,1,0,3,0
5808,20563,35090,2,1,0,4,0
5809,19010,31849,0,1,0,1,0
5810,44562,24652,1,0,1,2,1
5811,17857,31485,1,1,0,4,0
5812,52383,25196,1,0,1,4,1
5813,14065,28643,2,1,0,3,0
5814,25533,25533,2,0,0,4,0
5815,25900,25900,1,0,0,4,0
5816,42178,31381,3,1,1,3,1
5817,64991,25572,2,0,1,3,1
5818,20074,32119,2,1,0,3,0
5819,24941,24941,3,0,0,3,0
5820,25830,25830,2,0,0,4,0
5821,26428,26428,1,0,0,3,0
5822,59848,24689,2,0,1,4,1
5823,48760,33043,1,1,1,4,1
5824,23513,35922,3,1,0,4,1
5825,39253,30071,1,1,1,3,1
5826,52058,25116,1,0,1,2,1
5827,19643,33891,1,1,0,3,0
5828,47719,25641,2,0,1,2,1
5829,51438,25176,2,0,1,3,1
5830,65003,24940,1,0,1,1,1
5831,26273,26273,1,0,0,2,0
5832,68200,26403,2,0,1,1,1
5833,85435,41003,1,1,1,2,1
5834,53746,33049,2,1,1,2,1
5835,21438,33784,1,1,0,3,0
5836,48361,24690,1,0,1,4,1
5837,25511,36667,1,1,0,3,0
5838,16638,31574,2,1,0,4,0
5839,19019,31207,2,1,0,1,0
5840,24958,24958,0,0,0,4,0
5841,33568,28774,2,1,1,4,1
5842,35140,28946,3,1,1,3,1
5843,54145,25627,2,0,1,1,1
5844,57356,24551,2,0,1,4,1
5845,43775,25298,3,0,1,3,1
5846,21334,34215,2,1,0,2,1
5847,26694,26694,1,0,0,3,0
5848,26436,26436,1,0,0,3,0
5849,25231,25231,1,0,0,4,0
5850,13603,27660,2,1,0,1,0
5851,26223,26223,2,0,0,4,0
5852,16813,30317,1,1,0,2,0
5853,26065,26065,0,0,0,1,0
5854,25336,25336,2,0,0,1,0
5855,19666,32127,1,1,0,3,0
5856,25529,25529,1,0,0,4,0
5857,24944,24944,2,0,0,4,0
5858,22263,34283,2,1,0,2,1
5859,26170,26170,1,0,0,2,0
5860,17483,31538,1,1,0,3,0
5861,19755,32655,2,1,0,1,1
5862,26328,26328,1,0,0,3,0
5863,21449,33043,1,1,0,2,0
5864,20704,33702,2,1,0,3,0
5865,25451,25451,0,0,0,1,0
5866,25646,25646,2,0,0,4,0
5867,69879,37960,3,1,1,4,1
5868,26403,26403,3,0,0,2,1
5869,25752,25752,1,0,0,4,0
5870,40560,29241,2,1,1,4,1
5871,61826,23926,1,0,1,1,1
5872,25980,25980,1,0,0,2,0
5873,51591,25419,2,0,1,4,1
5874,25719,25719,2,0,0,2,0
5875,25845,25845,1,0,0,3,0
5876,21087,33476,1,1,0,1,0
5877,47240,31298,3,1,1,4,1
5878,50675,25731,2,0,1,3,1
5879,18128,31399,4,1,0,2,1
5880,15519,30960,3,1,0,2,1
5881,54676,33329,2,1,1,4,1
5882,36454,28569,2,1,1,1,1
5883,50276,26464,4,0,1,3,1
5884,25749,25749,2,0,0,1,0
5885,60589,34313,2,1,1,3,1
5886,18032,32181,2,1,0,1,0
5887,22766,35837,3,1,0,4,1
5888,18795,32217,2,1,0,2,0
5889,18919,33334,1,1,0,2,0
5890,22509,35158,2,1,0,4,0
5891,43626,25884,2,0,1,3,1
5892,21347,35726,4,1,0,4,1
5893,56291,25990,2,0,1,4,1
5894,18660,30402,1,1,0,2,0
5895,25690,25690,1,0,0,4,0
5896,15771,28384,2,1,0,1,0
5897,19160,34243,2,1,0,2,0
5898,14167,28709,1,1,0,4,0
5899,20258,33498,2,1,0,1,1
5900,61566,35566,2,1,1,1,1
5901,54372,24513,2,0,1,4,1
5902,19460,33407,2,1,0,3,0
5903,22600,34948,2,1,0,4,0
5904,20850,33136,0,1,0,2,0
5905,20022,31884,1,1,0,1,0
5906,25497,25497,1,0,0,4,0
5907,30906,27260,3,1,1,2,1
5908,25885,25885,2,0,0,1,0
5909,20624,35066,1,1,0,3,0
5910,15795,29217,1,1,0,1,0
5911,13995,28318,2,1,0,3,0
5912,59315,26021,2,0,1,4,1
5913,25870,25870,1,0,0,3,0
5914,26748,26748,1,0,0,3,0
5915,18096,32648,1,1,0,2,0
5916,54192,24738,2,0,1,3,1
5917,16011,29990,1,1,0,2,0
5918,25417,25417,2,0,0,4,0
5919,25797,25797,1,0,0,1,0
5920,45560,30835,2,1,1,2,1
5921,39370,29860,2,1,1,1,1
5922,25365,25365,1,0,0,1,0
5923,14682,29484,1,1,0,2,0
5924,25870,25870,2,0,0,4,0
5925,26308,26308,1,0,0,4,0
5926,26399,26399,2,0,0,4,0
5927,26901,26901,2,0,0,4,0
5928,26818,26818,2,0,0,3,0
5929,26037,26037,1,0,0,3,0
5930,26811,26811,2,0,0,3,0
5931,19221,32535,3,1,0,1,1
5932,25725,25725,1,0,0,1,0
5933,25772,25772,2,0,0,4,0
5934,25786,25786,1,0,0,2,0
5935,26028,26028,2,0,0,3,0
5936,62893,25185,2,0,1,4,1
5937,26159,26159,1,0,0,2,0
5938,25056,25056,2,0,0,1,0
5939,25541,25541,1,0,0,2,0
5940,25369,25369,2,0,0,2,0
5941,25636,25636,1,0,0,1,0
5942,47511,32254,1,1,1,1,1
5943,25196,25196,2,0,0,2,0
5944,20176,33488,1,1,0,1,0
5945,17773,30733,1,1,0,4,0
5946,25692,25692,1,0,0,2,0
5947,25474,25474,2,0,0,3,0
5948,25561,25561,1,0,0,3,0
5949,20496,32657,0,1,0,4,0
5950,25872,25872,1,0,0,1,0
5951,26282,26282,1,0,0,2,0
5952,24774,24774,1,0,0,1,0
5953,61124,34693,2,1,1,3,1
5954,33619,28233,1,1,1,2,1
5955,26209,26209,4,0,0,2,1
5956,25720,25720,0,0,0,2,0
5957,26351,26351,0,0,0,4,0
5958,23677,36913,3,1,0,4,1
5959,25831,25831,1,0,0,2,0
5960,25435,25435,1,0,0,2,0
5961,53415,32946,1,1,1,1,1
5962,47958,32663,0,1,1,2,1
5963,24366,36017,2,1,0,3,1
5964,26153,26153,1,0,0,1,0
5965,50391,24816,2,0,1,3,1
5966,45681,25087,1,0,1,1,1
5967,30712,27832,3,1,1,1,1
5968,51683,34298,2,1,1,1,1
5969,36013,29339,2,1,1,1,1
5970,18747,29744,3,1,0,4,0
5971,20875,33538,2,1,0,1,1
5972,26598,26598,1,0,0,2,0
5973,18139,30915,1,1,0,1,0
5974,41829,24612,2,0,1,4,1
5975,21787,34755,0,1,0,3,0
5976,25665,26195,3,1,1,3,1
5977,62839,25582,2,0,1,2,1
5978,31946,28289,2,1,1,1,1
5979,45772,32133,1,1,1,4,1
5980,52601,32805,2,1,1,2,1
5981,48320,25182,1,0,1,1,1
5982,19774,34244,1,1,0,3,0
5983,20656,32218,2,1,0,2,0
5984,16745,29656,1,1,0,2,0
5985,25558,25558,2,0,0,3,0
5986,26486,26486,2,0,0,4,0
5987,26444,26444,0,0,0,1,0
5988,19148,31898,2,1,0,2,0
5989,21480,34345,1,1,0,4,0
5990,23666,37316,1,1,0,3,0
5991,14209,27406,2,1,0,4,0
5992,20165,31963,1,1,0,4,0
5993,17418,30331,3,1,0,4,0
5994,19409,33346,2,1,0,2,0
5995,16728,32237,1,1,0,4,0
5996,19611,31938,1,1,0,1,0
5997,23545,36470,1,1,0,2,0
5998,18648,32182,1,1,0,3,0
5999,19265,32200,1,1,0,4,0
6000,17936,32377,0,1,0,2,0
6001,41506,30479,3,1,1,1,1
6002,25680,25680,1,0,0,2,0
6003,50304,32180,4,1,1,1,1
6004,61436,25450,1,0,1,3,1
6005,20377,32137,1,1,0,1,0
6006,25924,25924,2,0,0,1,0
6007,24466,37983,1,1,0,4,0
6008,18155,31432,3,1,0,1,1
6009,17384,31594,2,1,0,2,0
6010,25870,25870,1,0,0,1,0
6011,18823,33022,1,1,0,2,0
6012,41733,31498,2,1,1,1,1
6013,60353,35779,3,1,1,4,1
6014,17795,30553,4,1,0,2,1
6015,24937,24937,2,0,0,2,0
6016,26021,26021,1,0,0,1,0
6017,22144,33204,1,1,0,3,0
6018,25505,25505,2,0,0,2,0
6019,50282,32184,1,1,1,2,1
6020,52885,24680,1,0,1,2,1
6021,25748,25748,1,0,0,2,0
6022,26057,26057,1,0,0,2,0
6023,18522,30387,1,1,0,4,0
6024,60958,26305,3,0,1,3,1
6025,16471,28348,1,1,0,1,0
6026,25787,25787,1,0,0,4,0
6027,26014,26014,1,0,0,2,0
6028,25727,25727,2,0,0,2,0
6029,17325,30166,2,1,0,4,0
6030,18021,32931,2,1,0,4,0
6031,21533,34448,2,1,0,1,1
6032,25598,25598,1,0,0,2,0
6033,47852,31510,2,1,1,1,1
6034,21348,33913,1,1,0,3,0
6035,18585,30938,1,1,0,2,0
6036,52454,25473,1,0,1,3,1
6037,47113,32001,2,1,1,1,1
6038,24789,24789,1,0,0,4,0
6039,25579,25579,1,0,0,4,0
6040,25980,25980,2,0,0,3,0
6041,30953,28495,1,1,1,2,1
6042,19213,31270,2,1,0,3,0
6043,25795,25795,1,0,0,3,0
6044,47528,31656,1,1,1,3,1
6045,17200,30151,3,1,0,1,1
6046,30857,27615,2,1,1,1,1
6047,26105,26105,2,0,0,3,0
6048,49497,33974,1,1,1,4,1
6049,25579,25579,1,0,0,4,0
6050,17263,30015,2,1,0,4,0
6051,26035,26035,1,0,0,2,0
6052,24995,24995,1,0,0,3,0
6053,26250,26250,1,0,0,2,0
6054,24820,24820,3,0,0,4,0
6055,25549,25549,1,0,0,2,0
6056,25918,25918,2,0,0,1,0
6057,25763,25763,1,0,0,3,0
6058,25435,25435,1,0,0,3,0
6059,17537,32245,2,1,0,2,0
6060,54367,32989,1,1,1,2,1
6061,60579,34320,3,1,1,3,1
6062,25710,25710,1,0,0,4,0
6063,25793,25793,1,0,0,3,0
6064,23268,35893,2,1,0,2,1
6065,47552,25186,2,0,1,2,1
6066,18677,31505,2,1,0,2,0
6067,60749,33907,3,1,1,4,1
6068,26921,26921,1,0,0,3,0
6069,25703,25703,1,0,0,1,0
6070,25752,38214,1,1,0,2,0
6071,21306,35095,1,1,0,3,0
6072,58030,25349,0,0,1,1,1
6073,33907,28391,2,1,1,4,1
6074,25310,25310,1,0,0,1,0
6075,20021,33678,1,1,0,3,0
6076,62709,34858,1,1,1,2,1
6077,23327,35431,3,1,0,2,1
6078,14275,29883,3,1,0,2,1
6079,18466,31815,1,1,0,4,0
6080,60886,34507,1,1,1,1,1
6081,16660,31857,2,1,0,2,0
6082,18197,30576,3,1,0,4,1
6083,25994,25994,1,0,0,1,0
6084,17492,31941,3,1,0,1,1
6085,16052,29910,2,1,0,2,0
6086,24898,24898,2,0,0,2,0
6087,17341,32564,1,1,0,1,0
6088,51195,33307,2,1,1,4,1
6089,19278,32048,2,1,0,2,0
6090,50847,33081,2,1,1,2,1
6091,56286,33154,3,1,1,3,1
6092,21486,36167,1,1,0,3,0
6093,20684,34341,2,1,0,1,1
6094,64747,25601,3,0,1,2,1
6095,21457,33519,3,1,0,4,1
6096,20324,32193,3,1,0,2,1
6097,22708,33670,1,1,0,1,0
6098,26076,26076,1,0,0,1,0
6099,14572,29250,3,1,0,3,1
6100,25359,34113,2,1,0,1,1
6101,23863,23863,1,0,0,2,0
6102,54178,25563,2,0,1,2,1
6103,20117,32074,1,1,0,4,0
6104,18293,31800,0,1,0,4,0
6105,43628,31873,3,1,1,2,1
6106,26106,26106,2,0,0,1,0
6107,62225,26422,4,0,1,3,1
